Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamID,OpponentID,ScoreID
9/26/2021 4:25:00 PM,1,2021,3,TB,LAR,AWAY,24,34,58,SoFi Stadium,0,7,10,7,0,29,50,29:50,27,3,24,0,71,446,6.3,3,13,35,2.7,2,55,41,411,1,0,7.5,10.0,74.5,101.40,13,6,46.2,2,1,50.0,4,3,0,0,7,41,0,0,3,21,4,2,4,145,36.2,0,0,0,0,14,17,3,0,30,10,30:10,22,5,16,1,63,407,6.5,4,24,76,3.2,0,38,27,331,4,0,8.7,12.3,71.1,132.68,15,10,66.7,0,0,0,4,3,0,0,1,4,0,0,1,12,5,6,3,119,39.7,0,0,0,75.0,0,75.0,0,3,3,0,0,0,0,0,2,1,4,4,0,0,0,0,0,2,2,40,14,1,12,3,1,0,50,16,3,21,2,2,0,Sunday,33,32,17726
9/26/2021 4:25:00 PM,1,2021,3,LAR,TB,HOME,34,24,58,SoFi Stadium,0,14,17,3,0,30,10,30:10,22,5,16,1,63,407,6.5,4,24,76,3.2,0,38,27,331,4,0,8.7,12.3,71.1,132.68,15,10,66.7,0,0,0,4,3,0,0,1,4,0,0,1,12,5,6,3,119,39.7,0,0,0,0,7,10,7,0,29,50,29:50,27,3,24,0,71,446,6.3,3,13,35,2.7,2,55,41,411,1,0,7.5,10.0,74.5,101.40,13,6,46.2,2,1,50.0,4,3,0,0,7,41,0,0,3,21,4,2,4,145,36.2,0,0,0,75.0,0,75.0,0,4,4,0,0,0,0,0,2,2,3,3,0,0,0,0,0,2,1,50,16,3,21,2,2,0,40,14,1,12,3,1,0,Sunday,32,33,17726
9/26/2021 4:25:00 PM,1,2021,3,SEA,MIN,AWAY,17,30,47,U.S. Bank Stadium,10,7,0,0,0,24,7,24:07,21,6,14,1,52,389,7.5,2,18,106,5.9,1,32,23,283,1,0,8.8,12.3,71.9,109.24,8,3,37.5,1,0,0,1,1,0,0,4,35,0,0,2,15,4,4,2,88,44,0,0,0,7,14,3,6,0,35,53,35:53,28,7,20,1,73,453,6.2,3,34,140,4.1,0,38,30,313,3,0,8.2,10.4,78.9,127.30,14,9,64.3,0,0,0,6,3,0,0,4,40,0,0,1,10,6,3,2,94,47,0,0,0,100,0,50.0,0,2,2,0,0,0,0,0,2,1,3,3,0,0,0,0,0,3,3,56,29,1,10,1,1,0,34,19,2,15,2,0,0,Sunday,30,20,17727
9/26/2021 4:25:00 PM,1,2021,3,MIN,SEA,HOME,30,17,47,U.S. Bank Stadium,7,14,3,6,0,35,53,35:53,28,7,20,1,73,453,6.2,3,34,140,4.1,0,38,30,313,3,0,8.2,10.4,78.9,127.30,14,9,64.3,0,0,0,6,3,0,0,4,40,0,0,1,10,6,3,2,94,47,0,0,0,10,7,0,0,0,24,7,24:07,21,6,14,1,52,389,7.5,2,18,106,5.9,1,32,23,283,1,0,8.8,12.3,71.9,109.24,8,3,37.5,1,0,0,1,1,0,0,4,35,0,0,2,15,4,4,2,88,44,0,0,0,50.0,0,100,0,3,3,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,1,34,19,2,15,2,0,0,56,29,1,10,1,1,0,Sunday,20,30,17727
9/26/2021 8:20:00 PM,1,2021,3,GB,SF,AWAY,30,28,58,Levi's Stadium,10,7,0,13,0,30,8,30:08,21,5,13,3,59,353,6.0,3,25,100,4,1,33,23,253,2,0,7.7,11,69.7,112.31,11,5,45.5,1,0,0,5,3,0,0,7,87,0,0,1,8,11,2,3,164,54.7,0,2,2,0,7,7,14,0,29,52,29:52,26,6,15,5,65,298,4.6,4,21,67,3.2,2,40,25,231,2,1,5.8,9.2,62.5,84.48,11,7,63.6,0,0,0,4,4,0,0,4,86,1,1,4,26,2,3,4,213,53.2,2,0,-2,60.0,0,100,0,3,3,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,40,24,4,26,6,0,1,40,21,1,8,2,1,0,Sunday,12,31,17728
9/26/2021 8:20:00 PM,1,2021,3,SF,GB,HOME,28,30,58,Levi's Stadium,0,7,7,14,0,29,52,29:52,26,6,15,5,65,298,4.6,4,21,67,3.2,2,40,25,231,2,1,5.8,9.2,62.5,84.48,11,7,63.6,0,0,0,4,4,0,0,4,86,1,1,4,26,2,3,4,213,53.2,2,0,-2,10,7,0,13,0,30,8,30:08,21,5,13,3,59,353,6.0,3,25,100,4,1,33,23,253,2,0,7.7,11,69.7,112.31,11,5,45.5,1,0,0,5,3,0,0,7,87,0,0,1,8,11,2,3,164,54.7,0,2,2,100,0,60.0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,40,21,1,8,2,1,0,40,24,4,26,6,0,1,Sunday,31,12,17728
9/27/2021 8:15:00 PM,1,2021,3,PHI,DAL,AWAY,21,41,62,AT&T Stadium,7,0,7,7,0,25,2,25:02,12,1,11,0,53,367,6.9,3,12,64,5.3,0,39,25,303,2,2,7.8,12.1,64.1,83.60,12,4,33.3,2,0,0,2,2,0,0,13,86,0,0,2,23,6,5,6,258,43,2,1,-1,14,6,7,14,0,34,58,34:58,27,9,14,4,71,380,5.4,6,41,160,3.9,2,26,21,220,3,0,8.5,10.5,80.8,140.38,12,6,50.0,2,1,50.0,5,4,0,0,4,37,1,1,4,18,5,3,4,202,50.5,1,2,1,100,0,80.0,0,3,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,38,42,4,18,2,1,1,33,14,2,23,9,0,0,Monday,26,9,17729
9/27/2021 8:15:00 PM,1,2021,3,DAL,PHI,HOME,41,21,62,AT&T Stadium,14,6,7,14,0,34,58,34:58,27,9,14,4,71,380,5.4,6,41,160,3.9,2,26,21,220,3,0,8.5,10.5,80.8,140.38,12,6,50.0,2,1,50.0,5,4,0,0,4,37,1,1,4,18,5,3,4,202,50.5,1,2,1,7,0,7,7,0,25,2,25:02,12,1,11,0,53,367,6.9,3,12,64,5.3,0,39,25,303,2,2,7.8,12.1,64.1,83.60,12,4,33.3,2,0,0,2,2,0,0,13,86,0,0,2,23,6,5,6,258,43,2,1,-1,80.0,0,100,0,6,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,33,14,2,23,9,0,0,38,42,4,18,2,1,1,Monday,9,26,17729
9/30/2021 8:20:00 PM,1,2021,4,JAX,CIN,AWAY,21,24,45,Paul Brown Stadium,7,7,0,7,0,28,45,28:45,21,12,8,1,55,341,6.2,3,30,139,4.6,3,24,17,202,0,0,8.4,11.9,70.8,96.18,12,6,50.0,2,1,50.0,4,3,0,0,2,10,0,0,1,2,3,2,4,183,45.8,0,0,0,0,0,14,10,0,31,15,31:15,21,4,16,1,55,420,7.6,3,22,78,3.5,1,32,25,342,2,0,10.7,13.7,78.1,132.03,9,5,55.6,0,0,0,2,1,0,0,6,38,0,0,1,6,0,2,3,142,47.3,0,0,0,75.0,0,50.0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,1,35,31,1,6,2,0,0,34,24,1,2,2,1,0,Thursday,15,7,17730
9/30/2021 8:20:00 PM,1,2021,4,CIN,JAX,HOME,24,21,45,Paul Brown Stadium,0,0,14,10,0,31,15,31:15,21,4,16,1,55,420,7.6,3,22,78,3.5,1,32,25,342,2,0,10.7,13.7,78.1,132.03,9,5,55.6,0,0,0,2,1,0,0,6,38,0,0,1,6,0,2,3,142,47.3,0,0,0,7,7,0,7,0,28,45,28:45,21,12,8,1,55,341,6.2,3,30,139,4.6,3,24,17,202,0,0,8.4,11.9,70.8,96.18,12,6,50.0,2,1,50.0,4,3,0,0,2,10,0,0,1,2,3,2,4,183,45.8,0,0,0,50.0,0,75.0,0,3,3,0,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,34,24,1,2,2,1,0,35,31,1,6,2,0,0,Thursday,7,15,17730
10/3/2021 1:00:00 PM,1,2021,4,NYG,NO,AWAY,27,21,48,Caesars Superdome,0,7,3,11,6,27,35,27:35,21,4,17,0,60,485,8.1,3,20,83,4.2,1,40,28,402,2,1,10.0,14.4,70.0,108.54,11,4,36.4,0,0,0,3,1,0,0,3,25,0,0,0,0,0,1,4,157,39.2,1,1,0,0,7,7,7,0,37,31,37:31,21,9,12,0,65,405,6.2,3,39,170,4.4,2,26,19,235,1,1,9.0,12.4,73.1,97.44,13,8,61.5,1,0,0,3,3,0,0,5,35,0,0,0,0,6,2,3,132,44,1,1,0,33.3,0,100,0,1,1,0,0,0,1,1,3,2,3,3,0,0,0,0,0,1,0,33,56,0,0,4,0,0,38,25,0,0,3,2,0,Sunday,23,22,17737
10/3/2021 1:00:00 PM,1,2021,4,NO,NYG,HOME,21,27,48,Caesars Superdome,0,7,7,7,0,37,31,37:31,21,9,12,0,65,405,6.2,3,39,170,4.4,2,26,19,235,1,1,9.0,12.4,73.1,97.44,13,8,61.5,1,0,0,3,3,0,0,5,35,0,0,0,0,6,2,3,132,44,1,1,0,0,7,3,11,6,27,35,27:35,21,4,17,0,60,485,8.1,3,20,83,4.2,1,40,28,402,2,1,10.0,14.4,70.0,108.54,11,4,36.4,0,0,0,3,1,0,0,3,25,0,0,0,0,0,1,4,157,39.2,1,1,0,100,0,33.3,0,3,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1,3,2,38,25,0,0,3,2,0,33,56,0,0,4,0,0,Sunday,22,23,17737
10/3/2021 1:00:00 PM,1,2021,4,HOU,BUF,AWAY,0,40,40,Highmark Stadium,0,0,0,0,0,21,45,21:45,6,2,4,0,42,109,2.6,0,18,48,2.7,0,21,11,61,0,4,2.9,5.5,52.4,18.65,9,1,11.1,2,1,50.0,1,0,0,0,10,100,1,1,3,26,4,3,5,251,50.2,5,1,-4,7,9,3,21,0,38,15,38:15,26,12,12,2,72,450,6.2,4,40,199,5.0,2,31,21,251,2,1,8.1,12.0,67.7,100.34,12,5,41.7,2,1,50.0,7,3,0,0,3,30,0,0,1,5,3,4,1,44,44,1,5,4,0,0,42.9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,57,25,1,5,4,2,0,35,11,2,17,9,1,1,Sunday,13,4,17732
10/3/2021 1:00:00 PM,1,2021,4,BUF,HOU,HOME,40,0,40,Highmark Stadium,7,9,3,21,0,38,15,38:15,26,12,12,2,72,450,6.2,4,40,199,5.0,2,31,21,251,2,1,8.1,12.0,67.7,100.34,12,5,41.7,2,1,50.0,7,3,0,0,3,30,0,0,1,5,3,4,1,44,44,1,5,4,0,0,0,0,0,21,45,21:45,6,2,4,0,42,109,2.6,0,18,48,2.7,0,21,11,61,0,4,2.9,5.5,52.4,18.65,9,1,11.1,2,1,50.0,1,0,0,0,10,100,1,1,3,26,4,3,5,251,50.2,5,1,-4,42.9,0,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,35,11,2,17,9,1,1,57,25,1,5,4,2,0,Sunday,4,13,17732
10/3/2021 1:00:00 PM,1,2021,4,CAR,DAL,AWAY,28,36,64,AT&T Stadium,7,7,0,14,0,33,36,33:36,24,9,13,2,68,379,5.6,4,24,113,4.7,2,39,26,266,2,2,6.8,10.2,66.7,81.78,13,4,30.8,3,3,100,4,4,0,0,6,32,0,0,5,35,1,0,3,136,45.3,2,0,-2,7,6,20,3,0,26,24,26:24,24,12,10,2,56,433,7.7,5,34,245,7.2,1,22,14,188,4,0,8.5,13.4,63.6,130.30,9,3,33.3,1,1,100,3,3,0,0,7,50,0,0,0,0,11,8,4,190,47.5,0,2,2,100,0,100,0,4,4,0,0,0,0,0,1,0,3,3,0,4,0,0,0,1,1,34,18,0,0,4,0,0,46,10,5,35,5,0,0,Sunday,5,9,17734
10/3/2021 1:00:00 PM,1,2021,4,DAL,CAR,HOME,36,28,64,AT&T Stadium,7,6,20,3,0,26,24,26:24,24,12,10,2,56,433,7.7,5,34,245,7.2,1,22,14,188,4,0,8.5,13.4,63.6,130.30,9,3,33.3,1,1,100,3,3,0,0,7,50,0,0,0,0,11,8,4,190,47.5,0,2,2,7,7,0,14,0,33,36,33:36,24,9,13,2,68,379,5.6,4,24,113,4.7,2,39,26,266,2,2,6.8,10.2,66.7,81.78,13,4,30.8,3,3,100,4,4,0,0,6,32,0,0,5,35,1,0,3,136,45.3,2,0,-2,100,0,100,0,3,3,0,4,0,0,0,1,1,4,4,0,0,0,0,0,1,0,46,10,5,35,5,0,0,34,18,0,0,4,0,0,Sunday,9,5,17734
10/3/2021 1:00:00 PM,1,2021,4,KC,PHI,AWAY,42,30,72,Lincoln Financial Field,7,14,7,14,0,30,52,30:52,31,12,16,3,63,471,7.5,6,32,200,6.2,1,30,24,271,5,1,9.0,11.3,80.0,130.00,10,9,90.0,0,0,0,5,5,0,0,7,46,0,0,1,7,6,3,0,0,0,1,0,-1,10,3,3,14,0,29,8,29:08,30,9,19,2,70,461,6.6,3,19,103,5.4,1,48,32,358,2,0,7.5,11.2,66.7,102.60,12,6,50.0,2,1,50.0,6,3,0,0,9,49,0,0,3,29,4,1,0,0,0,0,1,1,100,0,50.0,0,6,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,50,6,3,29,2,2,0,40,27,1,7,1,1,0,Sunday,16,26,17739
10/3/2021 1:00:00 PM,1,2021,4,PHI,KC,HOME,30,42,72,Lincoln Financial Field,10,3,3,14,0,29,8,29:08,30,9,19,2,70,461,6.6,3,19,103,5.4,1,48,32,358,2,0,7.5,11.2,66.7,102.60,12,6,50.0,2,1,50.0,6,3,0,0,9,49,0,0,3,29,4,1,0,0,0,0,1,1,7,14,7,14,0,30,52,30:52,31,12,16,3,63,471,7.5,6,32,200,6.2,1,30,24,271,5,1,9.0,11.3,80.0,130.00,10,9,90.0,0,0,0,5,5,0,0,7,46,0,0,1,7,6,3,0,0,0,1,0,-1,50.0,0,100,0,3,3,0,0,0,0,0,3,3,6,6,0,0,0,0,0,0,0,40,27,1,7,1,1,0,50,6,3,29,2,2,0,Sunday,26,16,17739
10/3/2021 1:00:00 PM,1,2021,4,IND,MIA,AWAY,27,17,44,Hard Rock Stadium,0,7,10,10,0,37,9,37:09,20,9,9,2,67,349,5.2,3,33,139,4.2,1,32,24,210,2,0,6.6,8.8,75.0,112.76,15,6,40.0,1,1,100,4,2,0,0,8,86,1,1,2,18,4,4,4,200,50,1,2,1,3,0,0,14,0,22,51,22:51,13,2,10,1,49,203,4.1,2,16,35,2.2,0,30,20,168,2,0,5.6,8.4,66.7,103.19,11,3,27.3,2,2,100,2,2,0,0,5,32,2,2,3,31,8,6,5,239,47.8,2,1,-1,50.0,0,100,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,1,29,23,3,31,3,1,2,44,31,2,18,5,0,1,Sunday,14,19,17735
10/3/2021 1:00:00 PM,1,2021,4,MIA,IND,HOME,17,27,44,Hard Rock Stadium,3,0,0,14,0,22,51,22:51,13,2,10,1,49,203,4.1,2,16,35,2.2,0,30,20,168,2,0,5.6,8.4,66.7,103.19,11,3,27.3,2,2,100,2,2,0,0,5,32,2,2,3,31,8,6,5,239,47.8,2,1,-1,0,7,10,10,0,37,9,37:09,20,9,9,2,67,349,5.2,3,33,139,4.2,1,32,24,210,2,0,6.6,8.8,75.0,112.76,15,6,40.0,1,1,100,4,2,0,0,8,86,1,1,2,18,4,4,4,200,50,1,2,1,100,0,50.0,0,2,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,2,2,44,31,2,18,5,0,1,29,23,3,31,3,1,2,Sunday,19,14,17735
10/3/2021 1:00:00 PM,1,2021,4,DET,CHI,AWAY,14,24,38,Soldier Field,0,0,7,7,0,31,17,31:17,23,4,15,4,67,351,5.2,2,25,90,3.6,0,38,24,261,2,0,6.9,10.9,63.2,100.88,11,4,36.4,3,1,33.3,5,1,0,0,4,26,2,2,4,38,4,5,3,166,55.3,2,1,-1,7,7,10,0,0,28,43,28:43,20,13,5,2,57,373,6.5,3,39,188,4.8,3,17,11,185,0,1,10.9,16.8,64.7,76.84,8,1,12.5,1,1,100,4,3,0,0,7,61,0,0,1,24,6,6,3,159,53,1,2,1,20.0,0,75.0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,38,23,1,24,2,1,0,52,17,4,38,4,2,2,Sunday,11,6,17733
10/3/2021 1:00:00 PM,1,2021,4,CHI,DET,HOME,24,14,38,Soldier Field,7,7,10,0,0,28,43,28:43,20,13,5,2,57,373,6.5,3,39,188,4.8,3,17,11,185,0,1,10.9,16.8,64.7,76.84,8,1,12.5,1,1,100,4,3,0,0,7,61,0,0,1,24,6,6,3,159,53,1,2,1,0,0,7,7,0,31,17,31:17,23,4,15,4,67,351,5.2,2,25,90,3.6,0,38,24,261,2,0,6.9,10.9,63.2,100.88,11,4,36.4,3,1,33.3,5,1,0,0,4,26,2,2,4,38,4,5,3,166,55.3,2,1,-1,75.0,0,20.0,0,3,3,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,52,17,4,38,4,2,2,38,23,1,24,2,1,0,Sunday,6,11,17733
10/3/2021 1:00:00 PM,1,2021,4,TEN,NYJ,AWAY,24,27,51,MetLife Stadium,3,6,0,15,0,40,42,40:42,30,10,17,3,93,430,4.6,2,37,177,4.8,1,49,30,253,1,0,5.2,8.4,61.2,81.42,19,5,26.3,3,2,66.7,5,2,0,0,8,98,0,0,7,45,1,7,5,188,37.6,0,1,1,0,7,3,14,3,29,3,29:03,16,4,11,1,60,355,5.9,3,25,66,2.6,1,34,21,289,2,1,8.5,13.8,61.8,96.32,14,6,42.9,0,0,0,4,2,0,0,6,65,0,0,1,8,15,7,6,277,46.2,1,0,-1,40.0,0,50.0,0,1,1,0,2,1,0,0,4,3,3,3,0,0,0,0,0,2,2,43,11,1,8,2,2,0,70,16,7,45,7,0,0,Sunday,34,24,17738
10/3/2021 1:00:00 PM,1,2021,4,NYJ,TEN,HOME,27,24,51,MetLife Stadium,0,7,3,14,3,29,3,29:03,16,4,11,1,60,355,5.9,3,25,66,2.6,1,34,21,289,2,1,8.5,13.8,61.8,96.32,14,6,42.9,0,0,0,4,2,0,0,6,65,0,0,1,8,15,7,6,277,46.2,1,0,-1,3,6,0,15,0,40,42,40:42,30,10,17,3,93,430,4.6,2,37,177,4.8,1,49,30,253,1,0,5.2,8.4,61.2,81.42,19,5,26.3,3,2,66.7,5,2,0,0,8,98,0,0,7,45,1,7,5,188,37.6,0,1,1,50.0,0,40.0,0,3,3,0,0,0,0,0,2,2,1,1,0,2,1,0,0,4,3,70,16,7,45,7,0,0,43,11,1,8,2,2,0,Sunday,24,34,17738
10/3/2021 1:00:00 PM,1,2021,4,CLE,MIN,AWAY,14,7,21,U.S. Bank Stadium,0,11,0,3,0,35,32,35:32,20,10,9,1,74,327,4.4,1,38,184,4.8,1,33,15,143,0,0,4.3,9.5,45.5,58.02,18,7,38.9,1,0,0,2,1,0,0,7,73,0,0,3,12,10,5,7,279,39.9,0,1,1,7,0,0,0,0,24,28,24:28,16,4,10,2,63,255,4.0,1,23,65,2.8,0,38,20,190,1,1,5,9.5,52.6,64.58,16,5,31.2,3,1,33.3,1,1,0,0,7,42,0,0,2,13,3,2,6,291,48.5,1,0,-1,50.0,0,100,0,0,0,0,2,1,0,0,2,2,1,1,0,0,0,0,0,0,0,37,20,2,13,5,0,0,52,30,3,12,5,0,0,Sunday,8,20,17736
10/3/2021 1:00:00 PM,1,2021,4,MIN,CLE,HOME,7,14,21,U.S. Bank Stadium,7,0,0,0,0,24,28,24:28,16,4,10,2,63,255,4.0,1,23,65,2.8,0,38,20,190,1,1,5,9.5,52.6,64.58,16,5,31.2,3,1,33.3,1,1,0,0,7,42,0,0,2,13,3,2,6,291,48.5,1,0,-1,0,11,0,3,0,35,32,35:32,20,10,9,1,74,327,4.4,1,38,184,4.8,1,33,15,143,0,0,4.3,9.5,45.5,58.02,18,7,38.9,1,0,0,2,1,0,0,7,73,0,0,3,12,10,5,7,279,39.9,0,1,1,100,0,50.0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,52,30,3,12,5,0,0,37,20,2,13,5,0,0,Sunday,20,8,17736
10/3/2021 1:00:00 PM,1,2021,4,WAS,ATL,AWAY,34,30,64,Mercedes-Benz Stadium,0,13,9,12,0,29,18,29:18,26,8,16,2,62,412,6.6,5,28,122,4.4,1,33,23,290,3,0,8.8,12.6,69.7,127.08,9,4,44.4,2,1,50.0,3,2,0,0,6,85,0,0,1,0,7,5,2,84,42,0,0,0,3,14,6,7,0,30,42,30:42,24,6,15,3,71,374,5.3,4,28,99,3.5,0,42,25,275,4,0,6.5,11,59.5,110.71,16,10,62.5,0,0,0,4,3,0,0,7,36,0,0,1,8,4,5,4,167,41.8,0,0,0,66.7,0,75.0,0,3,1,0,3,0,0,0,1,1,3,3,0,2,0,0,0,1,1,44,28,1,8,7,1,0,36,32,1,0,5,0,0,Sunday,35,2,17731
10/3/2021 1:00:00 PM,1,2021,4,ATL,WAS,HOME,30,34,64,Mercedes-Benz Stadium,3,14,6,7,0,30,42,30:42,24,6,15,3,71,374,5.3,4,28,99,3.5,0,42,25,275,4,0,6.5,11,59.5,110.71,16,10,62.5,0,0,0,4,3,0,0,7,36,0,0,1,8,4,5,4,167,41.8,0,0,0,0,13,9,12,0,29,18,29:18,26,8,16,2,62,412,6.6,5,28,122,4.4,1,33,23,290,3,0,8.8,12.6,69.7,127.08,9,4,44.4,2,1,50.0,3,2,0,0,6,85,0,0,1,0,7,5,2,84,42,0,0,0,75.0,0,66.7,0,3,3,0,2,0,0,0,1,1,3,1,0,3,0,0,0,1,1,36,32,1,0,5,0,0,44,28,1,8,7,1,0,Sunday,2,35,17731
10/3/2021 4:05:00 PM,1,2021,4,SEA,SF,AWAY,28,21,49,Levi's Stadium,0,7,14,7,0,28,19,28:19,14,7,6,1,54,234,4.3,4,28,105,3.8,2,23,16,129,2,0,5.6,8.1,69.6,112.41,10,2,20.0,0,0,0,4,4,0,0,5,27,0,0,3,20,6,3,8,405,50.6,0,2,2,7,0,6,8,0,31,41,31:41,23,7,15,1,72,457,6.3,3,29,143,4.9,0,41,23,314,3,1,7.7,13.7,56.1,94.97,14,2,14.3,4,3,75.0,1,1,0,0,8,78,1,1,2,8,6,6,6,262,43.7,2,0,-2,100,0,100,0,4,4,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,46,29,2,8,9,0,1,29,33,3,20,2,2,0,Sunday,30,31,17741
10/3/2021 4:05:00 PM,1,2021,4,SF,SEA,HOME,21,28,49,Levi's Stadium,7,0,6,8,0,31,41,31:41,23,7,15,1,72,457,6.3,3,29,143,4.9,0,41,23,314,3,1,7.7,13.7,56.1,94.97,14,2,14.3,4,3,75.0,1,1,0,0,8,78,1,1,2,8,6,6,6,262,43.7,2,0,-2,0,7,14,7,0,28,19,28:19,14,7,6,1,54,234,4.3,4,28,105,3.8,2,23,16,129,2,0,5.6,8.1,69.6,112.41,10,2,20.0,0,0,0,4,4,0,0,5,27,0,0,3,20,6,3,8,405,50.6,0,2,2,100,0,100,0,2,1,0,0,0,1,1,1,0,4,4,0,0,0,0,0,0,0,29,33,3,20,2,2,0,46,29,2,8,9,0,1,Sunday,31,30,17741
10/3/2021 4:05:00 PM,1,2021,4,ARI,LAR,AWAY,37,20,57,SoFi Stadium,7,17,10,3,0,35,10,35:10,27,15,11,1,75,465,6.2,4,40,216,5.4,2,32,24,249,2,0,7.8,10.4,75.0,117.84,13,8,61.5,0,0,0,5,3,0,0,7,63,0,0,3,19,5,0,2,88,44,0,2,2,10,3,0,7,0,24,50,24:50,24,8,13,3,64,401,6.3,2,23,121,5.3,0,41,26,280,2,1,6.8,10.8,63.4,89.48,11,6,54.5,1,0,0,4,2,0,0,5,36,1,1,0,0,2,7,1,37,37,2,0,-2,60.0,0,50.0,0,4,4,0,0,0,0,0,3,3,2,2,0,0,0,0,0,3,2,41,17,0,0,3,1,1,53,26,3,19,2,1,0,Sunday,1,32,17740
